category,message,uz-UZ,oz-UZ,ru-RU,en-US,kk-UZ,tg-TG,kz-KZ,tm-TM,kg-KG
app,Gender,Jins,Жинс,Пол,,,,,,
app,Generate,Generatsiya,Генерация,Генерация,,,,,,
app,"Generate for weeks","Xaftalarni generatsiya qilish","Хафталарни генерация қилиш","Генерация недель",,,,,,
app,"Generate PDF","PDF yaratish","PDF яратиш","Генерация PDF",,,,,,
app,"Geo Location","Yashash joyi geolokatsiyasi","Яшаш жойи геолокацияси","Геолокация местопроживания","Geo Location",,,,,
app,Get,Olish,Олиш,Получить,,,,,,
app,"Get Grades From Current","Talabaning joriy baholash natijalari","Талабанинг жорий баҳолаш натижалари","Результаты текущий оценки студента","Student's current assessment results",,,,,
app,"Get Marks From Tasks","Topshiriqlar bahosini o'tkazish","Топшириқлар баҳосини ўтказиш","Перенос оценок заданий",,,,,,
app,"Get Reference","Ma'lumotnoma olish","Маълумотнома олиш","Получить справку","Get Reference",,,,,
app,"Given City","Diplom berilgan joy","Диплом берилган жой","Место выдачи диплома","Diploma Given City",,,,,
app,"Given Hei Information","OTM to'g'risida ma'lumot","ОТМ тўғрисида маълумот","Информация о вузе","Given HEI Information",,,,,
app,Gpa,GPA,GPA,GPA,,,,,,
app,"GPA by Subjects","Fanlar ro'yxati","Фанлар рўйхати","Список предметов",,,,,,
app,"Gpa Limit","GPA chegarasi","GPA чегараси","Граница GPA",,,,,,
app,"GPA of {name}","{name} ning GPA uchun fanlari","{name} нинг GPA учун фанлари","Предметы для GPA {name}",,,,,,
app,Grade,Baho,Баҳо,Оценка,,,,,,
app,"Graded Count","Baholanganlar soni","Баҳоланганлар сони","Количество оцененных","Graded Count",,,,,
app,"""{grade}"" grade for {subject} added successfully","{subject} uchun ""{grade}"" ball muvaffaqiyatli qo'shildi","{subject} учун ""{grade}"" балл муваффақиятли қўшилди","""{grade}"" балл для {subject} успешно добавлена",,,,,,
app,"Grade `{subject}` for `{group}` edited successfully.","`{group}` guruhning `{subject}` fanidan ballari muvaffaqiyatli o'zgartirildi","`{group}` гуруҳнинг `{subject}` фанидан баллари муваффақиятли ўзгартирилди","Оценки по предмету `{subject}` для группы `{group}` успешно изменен","Grade `{subject}` for `{group}` edited successfully.",,,,,
app,"Grade Type","Baholar turlari","Баҳолар турлари","Виды оценок",,,,,,
app,Graduate,"O'qishni tamomlash","O'qishni tamomlash","O'qishni tamomlash",,,,,,
app,"Graduate Employment","Ishga joylashish","Ишга жойлашиш",Трудоустройство,,,,,,
app,"Graduate Fields Type",Sohalar,Соҳалар,Отрасли,Industries,,,,,
app,"Graduate Inactive","Ishsizlik sababi","Ишсизлик сабаби","Причина безработицы","Unemployment Reason",,,,,
app,"Graduate Qualifying Work","Bitiruv ishi","Битирув иши","Выпускная работа",,,,,,
app,"Graduate qualifying work `{id}` created successfully.","Bitiruv ishi `{id}` muvaffaqiyatli yaratildi","Битирув иши `{id}` муваффақиятли яратилди","Выпускная работа `{id}` успешно создана",,,,,,
app,"Graduate qualifying work `{id}` deleted successfully","Bitiruv ishi `{id}` muvaffaqiyatli o'chirildi","Битирув иши `{id}` муваффақиятли ўчирилди","Выпускная работа `{id}` успешно удалена",,,,,,
app,"Graduate qualifying work `{id}` updated successfully.","Bitiruv ishi `{id}` muvaffaqiyatli o'zgartirildi","Битирув иши `{id}` муваффақиятли ўзгартирилди","Выпускная работа `{id}` успешно обновлена",,,,,,
app,"Graduate Student",Bitiruvchi,Битирувчи,Выпускник,Graduate,,,,,
app,"Graduate Type","Talaba toifasi","Талаба тоифаси","Категория студента","Student Category",,,,,
app,"Graduate Work","Bitiruv ishi","Битирув иши","Выпускная работа",,,,,,
app,"Graduate work name","Bitiruv ishi nomi","Битирув иши номи","Название вып.работы",,,,,,
app,"Graduation qualification work (master's dissertation)","Bitiruv ishi (magistrlik dissertasiyasi)","Битирув иши (Магистрлик диссертацияси)","Выпускная работа (Магистерская диссертация)","Graduation qualification work (master's dissertation)",,,,,
app,Grant,Grant,Грант,Грант,Grant,,,,,
app,Group,Guruh,Гуруҳ,Группа,,,,,,
app,"Group [{code}] edited successfully","Guruh [{code}] muvaffaqiyatli o'zgartirildi","Гуруҳ [{code}] муваффақиятли ўзгартирилди","Группа [{code}] успешно изменен","Group [{code}] edited successfully",,,,,
app,"{group} guruhi uchun imtihon boshlanish sanasi yangilandi","{group} guruh uchun imtihon boshlanish vaqti yangilandi","{group} гуруҳ учун имтиҳон бошланиш вақти янгиланди","Для группу {group} время начало тестового экзамена обновлена","The start time of the test exam for group {group} has been updated",,,,,
app,"{group} guruhi uchun imtihon sanasi yangilandi","{group} guruhi uchun imtihon sanasi qo'shildi","{group} гуруҳ учун имтиҳон санаси қўшилди","Дата экзамена добавлена для группы {group}",,,,,,
app,"{group} guruhi uchun imtihon tugash sanasi yangilandi","{group} guruh uchun imtihon tugash vaqti yangilandi","{group} гуруҳ учун имтиҳон тугаш вақти янгиланди","Для группу {group} время окончание тестового экзамена обновлена","The finish time of the test exam for group {group} has been updated",,,,,
app,"Group Name","Guruh nomi","Гуруҳ номи","Название группы","Group Name",,,,,
app,"Group `{name}` created successfully.","Guruh `{name}` muvaffaqiyatli yaratildi","Гуруҳ `{name}` муваффақиятли яратилди.","Группа `{name}` создана успешно.",,,,,,
app,"Group `{name}` deleted successfully.","Akademik guruh `{name}` muvaffaqiyatli o'chirildi","академик гуруҳ `{name}` муваффақиятли ўчирилди","Академическая группа `{name}` успешно удален",,,,,,
app,"group `{name}` updated successfully.","Guruh `{name}` muvaffaqiyatli o'zgartirildi","Гуруҳ `{name}` муваффақиятли ўзгартирилди.","Группа `{name}` успешно обновлена",,,,,,
app,"Group `{name}` updated successfully.","Guruh `{name}` muvaffaqiyatli o'zgartirildi","Гуруҳ `{name}` муваффақиятли ўзгартирилди.","Группа `{name}` успешно обновлена",,,,,,
app,"Group of Subjects","Fanlar guruhi","Фанлар гуруҳи","Группа предметов",,,,,,
app,Groups,Guruhlar,Гуруҳлар,Группы,,,,,,
app,"Group Schedule Information","Guruh jadvali ma’lumotlari","Гуруҳ жадвали маълумотлари","Информация о расписании групп",,,,,,
app,"Guruhga sanani belgilash","Imtihon sanasini belgilash","Имтиҳон санасини белгилаш","Установка даты экзамена",,,,,,
app,Guruhlash,Statistika,Статистика,Статистика,Statistics,,,,,
app,Hash,Hesh,Хеш,Хеш,Hash,,,,,
app,"Have access certificate","Yashash guvohnomasi","Яшаш гувоҳномаси","Вид на жительства",,,,,,
app,"Have Access Certificate",Sertifikat,Сертификат,Сертификат,,,,,,
app,"Ha, yakunlayman","Ha, yakunlayman","Ҳа, якунлайман","Да, завершаю",,,,,,
app,Header,"Buyruq maqsadi","Буйруқ мақсади","Цель приказа",,,,,,
app,"He got into a job that didn't fit his direction","Yo'nalishga mos kelmaydi","Йўналишга мос келмайди","Не соответствует направлению","Doesn't match to direction",,,,,
app,"HEI information","OTM ma'lumotlari","ОТМ маълумотлари","Информация о вузе","HEI Information",,,,,
app,"HEMIS Integration","HEMIS Integratsiya","HEMIS Интеграция","HEMIS Интеграция",,,,,,
app,h-index,h-indeks,h-индекс,h-индекс,,,,,,
app,"H Index",h-indeks,h-индекс,h-индекс,,,,,,
app,"Home Address","Uy manzili","Уй манзили","Домашний адрес",,,,,,
app,Hour,Soat,Соат,Час,Hour,,,,,
app,"{hour} hour","{hour} soat","{hour} соат","{hour} часов",,,,,,
app,Hours,Soatlar,Соатлар,Часы,,,,,,
app,"{hour} soat avval","{hour} soat avval","{hour} соат аввал","{hour} часов назад",,,,,,
app,Hozirgina,Hozirgina,Ҳозиргина,Сейчас,,,,,,
